Voltage Y / Voltage X,-0.15,-0.13749999999999998,-0.125,-0.11249999999999999,-0.1,-0.0875,-0.075,-0.0625,-0.05,-0.037500000000000006,-0.02500000000000001,-0.012500000000000011,0.0,0.012499999999999983,0.024999999999999994,0.03749999999999998,0.04999999999999999,0.0625,0.07499999999999998,0.0875,0.09999999999999998,0.11249999999999996,0.12499999999999997,0.13749999999999998,0.15
-0.15,6576.0,6520.0,6296.0,6560.0,6644.0,6676.0,6712.0,6948.0,7124.0,7312.0,7184.0,7216.0,7364.0,7072.0,7312.0,7004.0,7316.0,7300.0,7620.0,7336.0,7192.0,7452.0,7476.0,7388.0,7396.0
-0.13749999999999998,7732.0,7668.0,7564.0,7444.0,7788.0,7852.0,7888.0,8036.0,7740.0,7752.0,7848.0,7996.0,7920.0,7736.0,7996.0,7620.0,7900.0,7892.0,7488.0,7980.0,7996.0,7864.0,7652.0,7940.0,8220.0
-0.125,8000.0,7872.0,7836.0,8076.0,7728.0,7988.0,8140.0,8104.0,8072.0,8172.0,7952.0,7960.0,8108.0,8000.0,8328.0,8088.0,7904.0,8372.0,8236.0,8080.0,7852.0,7908.0,8020.0,8112.0,8168.0
-0.11249999999999999,8024.0,8020.0,8416.0,8148.0,8444.0,7800.0,7904.0,8204.0,8144.0,8396.0,8148.0,8288.0,8344.0,8256.0,8100.0,8008.0,8496.0,8236.0,8196.0,8308.0,8288.0,8320.0,8280.0,8268.0,8356.0
-0.1,8528.0,8344.0,8092.0,7928.0,8120.0,8184.0,8004.0,7880.0,8368.0,8288.0,8164.0,8416.0,8372.0,8260.0,8372.0,8396.0,8116.0,8272.0,8180.0,8436.0,8024.0,8252.0,8232.0,7836.0,8164.0
-0.0875,8164.0,8208.0,8364.0,7984.0,7748.0,7828.0,7896.0,7976.0,8280.0,7992.0,7992.0,8192.0,8320.0,8296.0,8320.0,8040.0,8088.0,8228.0,8196.0,8108.0,8220.0,7952.0,7924.0,7772.0,7808.0
-0.075,8056.0,8372.0,7992.0,7992.0,7792.0,7752.0,7980.0,8012.0,8368.0,7928.0,7996.0,8140.0,8260.0,8116.0,8404.0,7704.0,8264.0,8132.0,8168.0,8316.0,8268.0,7940.0,7496.0,8100.0,8068.0
-0.0625,8496.0,8348.0,8044.0,8056.0,7812.0,7708.0,7916.0,7840.0,7528.0,8208.0,8004.0,8416.0,8460.0,8172.0,8076.0,8240.0,7948.0,7932.0,8212.0,8096.0,7772.0,7744.0,8120.0,8324.0,8292.0
-0.05,8444.0,8396.0,8500.0,8112.0,7840.0,7932.0,7924.0,7784.0,7872.0,7944.0,8172.0,8140.0,8668.0,7928.0,8076.0,8340.0,7920.0,8236.0,8260.0,8068.0,8088.0,8464.0,8028.0,8072.0,7928.0
-0.037500000000000006,8208.0,8508.0,8248.0,8196.0,7936.0,7864.0,7636.0,7924.0,7820.0,7944.0,7776.0,8368.0,8284.0,8336.0,7868.0,8088.0,8224.0,8080.0,8328.0,8132.0,8132.0,8016.0,8120.0,8396.0,7952.0
-0.02500000000000001,8176.0,8208.0,8408.0,8012.0,8312.0,8072.0,7588.0,7792.0,7856.0,7740.0,7520.0,7688.0,7676.0,8136.0,8332.0,8252.0,8248.0,8124.0,7908.0,7800.0,8384.0,7692.0,7952.0,8172.0,7812.0
-0.012500000000000011,8220.0,8256.0,8400.0,8136.0,8108.0,7700.0,7612.0,7852.0,7944.0,7948.0,7712.0,7556.0,7856.0,7860.0,8412.0,8324.0,8108.0,8056.0,8104.0,8000.0,8400.0,7976.0,7752.0,8136.0,7996.0
0.0,8188.0,8396.0,8660.0,8408.0,8112.0,7908.0,7952.0,7912.0,7964.0,7972.0,7688.0,7936.0,7824.0,7936.0,8160.0,8156.0,8508.0,8496.0,8344.0,8272.0,8264.0,8048.0,7984.0,7968.0,8076.0
0.012499999999999983,8464.0,8480.0,8380.0,8168.0,8352.0,8220.0,7816.0,7948.0,7604.0,7940.0,8024.0,7872.0,8068.0,7876.0,8380.0,9196.0,9420.0,8692.0,8380.0,8472.0,8376.0,8448.0,8360.0,8256.0,8260.0
0.024999999999999994,8392.0,8292.0,8620.0,8356.0,8604.0,8356.0,7888.0,7972.0,8320.0,7736.0,7752.0,7840.0,8056.0,7856.0,8336.0,8896.0,8952.0,8776.0,8696.0,8264.0,8372.0,8008.0,8308.0,8196.0,8080.0
