Voltage Y / Voltage X,-0.2,-0.16,-0.12000000000000001,-0.08000000000000002,-0.04000000000000001,0.0,0.03999999999999998,0.08000000000000002,0.12,0.15999999999999998,0.2
-0.2,400.0,1600.0,800.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,800.0
-0.16,800.0,1200.0,0.0,800.0,800.0,800.0,800.0,2400.0,800.0,400.0,400.0
-0.12000000000000001,400.0,800.0,0.0,800.0,400.0,2000.0,3200.0,3600.0,2000.0,2000.0,400.0
-0.08000000000000002,400.0,800.0,0.0,1600.0,1200.0,2000.0,4800.0,4800.0,5200.0,1200.0,2000.0
-0.04000000000000001,400.0,400.0,400.0,2000.0,2000.0,2800.0,2400.0,5200.0,6800.0,2800.0,1600.0
0.0,0.0,0.0,400.0,0.0,800.0,6000.0,4400.0,6400.0,8800.0,400.0,0.0
0.03999999999999998,800.0,2000.0,1600.0,0.0,2000.0,2000.0,2400.0,2800.0,5200.0,1200.0,400.0
0.08000000000000002,0.0,0.0,400.0,800.0,800.0,2800.0,3600.0,2800.0,5200.0,800.0,800.0
0.12,400.0,400.0,1200.0,800.0,1200.0,5600.0,2800.0,2000.0,800.0,2000.0,400.0
0.15999999999999998,0.0,1600.0,1200.0,2000.0,1600.0,4400.0,6000.0,7200.0,400.0,800.0,0.0
0.2,400.0,1200.0,1200.0,800.0,800.0,2000.0,2000.0,3200.0,800.0,400.0,0.0
