Voltage Y / Voltage X,-0.2,-0.192,-0.184,-0.17600000000000002,-0.168,-0.16,-0.15200000000000002,-0.14400000000000002,-0.136,-0.128,-0.12000000000000001,-0.11200000000000002,-0.10400000000000001,-0.096,-0.08800000000000001,-0.08000000000000002,-0.07200000000000001,-0.064,-0.055999999999999994,-0.048000000000000015,-0.04000000000000001,-0.032,-0.02400000000000002,-0.016000000000000014,-0.008000000000000007,0.0,0.008000000000000007,0.015999999999999986,0.023999999999999994,0.032,0.03999999999999998,0.04799999999999999,0.055999999999999994,0.064,0.07200000000000001,0.08000000000000002,0.08800000000000002,0.09599999999999997,0.10399999999999998,0.11199999999999999,0.12,0.128,0.136,0.14400000000000002,0.15199999999999997,0.15999999999999998,0.16799999999999998,0.176,0.184,0.192,0.2
-0.2,200.0,0.0,100.0,200.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,300.0,0.0,0.0,100.0,200.0,100.0,300.0,100.0,200.0,200.0,200.0,0.0,300.0,100.0,0.0,0.0,100.0,200.0,0.0,100.0,100.0,300.0,200.0,0.0,100.0,0.0,0.0,0.0,200.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,200.0,300.0
-0.192,100.0,300.0,100.0,400.0,200.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,300.0,100.0,100.0,0.0,400.0,200.0,0.0,200.0,300.0,0.0,100.0,400.0,100.0,300.0,100.0,100.0,200.0,100.0,200.0,100.0,0.0,200.0,200.0,300.0,200.0,0.0,300.0,0.0,0.0,0.0,100.0,0.0,100.0,200.0,100.0,0.0,200.0,400.0,0.0
-0.184,100.0,100.0,200.0,200.0,300.0,100.0,300.0,300.0,200.0,100.0,200.0,200.0,100.0,100.0,0.0,500.0,0.0,200.0,400.0,300.0,600.0,200.0,200.0,200.0,300.0,300.0,200.0,200.0,300.0,300.0,200.0,500.0,100.0,100.0,100.0,0.0,200.0,100.0,100.0,300.0,0.0,300.0,100.0,0.0,0.0,200.0,200.0,100.0,100.0,200.0,0.0
-0.17600000000000002,200.0,100.0,300.0,600.0,100.0,200.0,0.0,200.0,200.0,300.0,100.0,200.0,200.0,300.0,200.0,400.0,100.0,300.0,100.0,200.0,500.0,200.0,100.0,600.0,100.0,400.0,300.0,200.0,100.0,200.0,100.0,200.0,600.0,300.0,0.0,400.0,100.0,100.0,0.0,400.0,100.0,0.0,0.0,100.0,0.0,500.0,100.0,100.0,200.0,300.0,100.0
-0.168,500.0,300.0,400.0,500.0,600.0,400.0,200.0,300.0,0.0,300.0,300.0,100.0,500.0,200.0,200.0,300.0,100.0,200.0,100.0,300.0,400.0,300.0,100.0,200.0,200.0,200.0,200.0,100.0,200.0,400.0,300.0,200.0,200.0,100.0,500.0,600.0,100.0,200.0,200.0,100.0,0.0,0.0,300.0,0.0,100.0,400.0,200.0,100.0,400.0,300.0,100.0
-0.16,300.0,700.0,400.0,400.0,500.0,600.0,500.0,400.0,100.0,200.0,300.0,400.0,300.0,500.0,400.0,500.0,200.0,300.0,300.0,300.0,100.0,400.0,400.0,400.0,200.0,200.0,500.0,200.0,300.0,0.0,500.0,400.0,400.0,100.0,400.0,500.0,300.0,200.0,500.0,100.0,0.0,400.0,100.0,200.0,200.0,300.0,500.0,200.0,200.0,300.0,400.0
-0.15200000000000002,500.0,300.0,300.0,300.0,500.0,300.0,100.0,500.0,800.0,800.0,300.0,200.0,300.0,300.0,600.0,600.0,200.0,400.0,500.0,300.0,400.0,700.0,500.0,200.0,200.0,100.0,500.0,400.0,200.0,100.0,400.0,600.0,200.0,600.0,700.0,500.0,400.0,400.0,200.0,300.0,200.0,300.0,500.0,300.0,200.0,200.0,500.0,300.0,300.0,400.0,300.0
-0.14400000000000002,700.0,500.0,800.0,500.0,500.0,500.0,200.0,100.0,400.0,300.0,300.0,0.0,500.0,200.0,400.0,400.0,400.0,700.0,700.0,200.0,700.0,500.0,500.0,100.0,300.0,300.0,500.0,400.0,400.0,300.0,300.0,400.0,100.0,600.0,900.0,600.0,800.0,200.0,200.0,300.0,300.0,700.0,200.0,500.0,100.0,300.0,500.0,400.0,300.0,100.0,100.0
-0.136,200.0,700.0,500.0,300.0,700.0,100.0,800.0,800.0,500.0,500.0,200.0,200.0,400.0,300.0,100.0,500.0,600.0,800.0,300.0,400.0,400.0,800.0,200.0,600.0,200.0,0.0,500.0,400.0,600.0,700.0,600.0,700.0,400.0,400.0,600.0,500.0,600.0,200.0,300.0,200.0,400.0,500.0,700.0,300.0,500.0,200.0,300.0,200.0,300.0,200.0,0.0
