Voltage Y / Voltage X,-0.2,-0.18000000000000002,-0.16,-0.14,-0.12000000000000001,-0.1,-0.08000000000000002,-0.06,-0.04000000000000001,-0.020000000000000018,0.0,0.01999999999999999,0.03999999999999998,0.06,0.08000000000000002,0.09999999999999998,0.12,0.14,0.15999999999999998,0.18,0.2
-0.2,800.0,1600.0,1200.0,800.0,0.0,1200.0,1200.0,1200.0,400.0,1200.0,800.0,400.0,800.0,3200.0,1600.0,1200.0,1200.0,1600.0,800.0,0.0,400.0
-0.18000000000000002,400.0,400.0,1600.0,400.0,1200.0,400.0,1600.0,400.0,400.0,800.0,0.0,2400.0,3200.0,1200.0,2400.0,1600.0,2000.0,1200.0,1600.0,1200.0,1600.0
-0.16,1200.0,400.0,0.0,2400.0,0.0,2400.0,800.0,2400.0,1200.0,2000.0,3200.0,2800.0,3600.0,3600.0,4000.0,1200.0,4000.0,1600.0,2400.0,3600.0,400.0
-0.14,1200.0,1200.0,1200.0,800.0,800.0,400.0,800.0,2400.0,1600.0,2000.0,2000.0,2400.0,4000.0,6400.0,4000.0,1200.0,5200.0,4000.0,4400.0,2000.0,400.0
-0.12000000000000001,800.0,400.0,400.0,800.0,1200.0,400.0,2000.0,1200.0,400.0,1600.0,1200.0,4000.0,4000.0,4000.0,6400.0,2400.0,5600.0,3600.0,3600.0,2000.0,1600.0
-0.1,1600.0,800.0,1200.0,400.0,0.0,1600.0,1600.0,3200.0,800.0,2400.0,3600.0,4800.0,4800.0,10000.0,8400.0,11600.0,6800.0,5200.0,2800.0,2000.0,800.0
-0.08000000000000002,0.0,400.0,0.0,0.0,400.0,800.0,1600.0,1200.0,2000.0,4400.0,5600.0,4400.0,8000.0,7200.0,7200.0,8400.0,12000.0,6000.0,4400.0,800.0,3600.0
-0.06,1200.0,1600.0,400.0,400.0,0.0,1600.0,1600.0,2000.0,2000.0,4000.0,3600.0,8800.0,8800.0,13600.0,12400.0,10800.0,12200.0,6400.0,3600.0,1600.0,2000.0
-0.04000000000000001,2000.0,0.0,1600.0,0.0,800.0,800.0,2400.0,2400.0,4400.0,4000.0,5800.0,6800.0,10400.0,14000.0,14400.0,17200.0,8000.0,8000.0,9600.0,1600.0,2400.0
-0.020000000000000018,1200.0,1600.0,1200.0,2000.0,800.0,1600.0,1200.0,2400.0,3600.0,5800.0,8800.0,11200.0,12000.0,14000.0,16800.0,19200.0,13200.0,15600.0,8400.0,2000.0,1200.0
0.0,400.0,0.0,1600.0,400.0,800.0,400.0,1600.0,2400.0,3200.0,8000.0,7200.0,6400.0,10000.0,10800.0,18800.0,13600.0,16400.0,10000.0,5200.0,1200.0,800.0
0.01999999999999999,400.0,1200.0,400.0,1200.0,800.0,2400.0,400.0,2400.0,4400.0,4400.0,7200.0,7200.0,10800.0,16800.0,14400.0,11200.0,12000.0,13600.0,2800.0,1200.0,1200.0
0.03999999999999998,0.0,400.0,1600.0,1200.0,800.0,2800.0,3600.0,2400.0,2400.0,2000.0,4400.0,4400.0,5200.0,11600.0,15200.0,13200.0,13200.0,8800.0,2000.0,0.0,0.0
0.06,800.0,400.0,1600.0,1200.0,800.0,1200.0,2000.0,2000.0,1200.0,5200.0,2800.0,4800.0,6000.0,5600.0,6000.0,6800.0,5600.0,6400.0,800.0,1200.0,0.0
0.08000000000000002,800.0,1200.0,400.0,800.0,1200.0,800.0,1600.0,400.0,2000.0,3600.0,8400.0,7600.0,6400.0,5600.0,4000.0,5600.0,4400.0,3200.0,800.0,0.0,400.0
0.09999999999999998,1200.0,0.0,1600.0,1200.0,800.0,800.0,2000.0,2800.0,2000.0,3600.0,6400.0,4800.0,6800.0,4400.0,5600.0,2400.0,4800.0,1600.0,1200.0,1200.0,400.0
0.12,0.0,400.0,800.0,0.0,800.0,1600.0,3200.0,2800.0,3200.0,5600.0,5200.0,5200.0,4800.0,4800.0,6000.0,5200.0,3600.0,1200.0,1600.0,800.0,400.0
0.14,800.0,800.0,800.0,800.0,800.0,1600.0,2800.0,4000.0,4800.0,7200.0,7200.0,5600.0,8000.0,6800.0,6800.0,6800.0,2800.0,1200.0,2400.0,400.0,400.0
0.15999999999999998,2400.0,0.0,1600.0,800.0,800.0,800.0,2400.0,3600.0,4800.0,5200.0,9600.0,10400.0,10800.0,6800.0,5200.0,6400.0,4400.0,1200.0,1600.0,800.0,1200.0
0.18,400.0,1200.0,0.0,800.0,800.0,0.0,2800.0,2000.0,4000.0,7200.0,7200.0,7200.0,4800.0,6000.0,9200.0,6800.0,2000.0,1200.0,2000.0,0.0,1200.0
0.2,400.0,400.0,800.0,1200.0,400.0,400.0,800.0,2000.0,2400.0,5000.0,4000.0,6000.0,6400.0,3600.0,14000.0,6000.0,800.0,1200.0,800.0,0.0,400.0
